video_id,author_id,video_type,upload_type,music_type
1618,8357714,NORMAL,LongImport,9
1619,8044812,NORMAL,Web,9
1620,739126,NORMAL,LongImport,9
1621,317575,NORMAL,LongImport,9
1622,6529926,NORMAL,LongImport,9
1623,2811644,NORMAL,LongImport,9
1624,7018231,NORMAL,ShortImport,9
1625,8392723,NORMAL,Kmovie,9
1626,4504849,NORMAL,Kmovie,9
1627,5826076,NORMAL,Web,9
1628,7997894,NORMAL,LongImport,9
1629,7891235,NORMAL,ShortImport,4
1630,7656185,NORMAL,LongImport,9
1631,7759334,NORMAL,LongImport,9
1632,2426087,NORMAL,Kmovie,9
1633,8020359,NORMAL,LongImport,9
1634,2205443,NORMAL,ShortImport,9
1635,2104375,NORMAL,Kmovie,9
1636,6532111,NORMAL,Web,9
1637,8708086,NORMAL,Kmovie,9
1638,4132381,NORMAL,LongImport,9
1639,5423951,NORMAL,LongImport,9
1640,8227258,NORMAL,Web,9
1641,517128,NORMAL,Web,9
1642,123297,NORMAL,LongImport,9
1643,6735127,NORMAL,LongImport,9
1644,8090533,NORMAL,LongImport,9
1645,5171006,NORMAL,Kmovie,9
1646,7515169,NORMAL,Web,9
1647,8361362,NORMAL,ShortImport,9
1648,84409,NORMAL,LongCamera,9
1649,7514390,NORMAL,Web,9
1650,8505818,NORMAL,LongImport,9
1651,6162649,NORMAL,LongImport,9
1652,6159666,NORMAL,ShortImport,9
1653,898578,NORMAL,Web,9
1654,4183436,NORMAL,LongImport,9
1655,5233657,NORMAL,LongImport,9
1656,2530,NORMAL,LongImport,4
1657,1425543,NORMAL,LongImport,9
1658,1166775,NORMAL,Web,9
1659,510,NORMAL,LongImport,9
1660,6452865,NORMAL,Web,9
1661,3949189,NORMAL,LongImport,9
1662,7836060,NORMAL,Web,9
1663,1183559,NORMAL,LongImport,9
1664,988723,NORMAL,LongImport,9
1665,5281979,NORMAL,LongImport,
1666,8041477,NORMAL,Web,9
1667,6367480,NORMAL,LongImport,9
1668,7927455,NORMAL,Web,9
1669,7116746,NORMAL,Web,4
1670,4862439,NORMAL,LongImport,9
1671,2377561,NORMAL,LongImport,4
1672,145559,NORMAL,ShortImport,9
1673,6054862,NORMAL,LongImport,9
1674,6049505,NORMAL,Web,9
1675,28167,NORMAL,LongImport,9
1676,3117305,NORMAL,LongPicture,9
1677,2217068,NORMAL,ShortCamera,9
1678,3222866,NORMAL,ShortImport,9
1679,7729842,NORMAL,ShortImport,9
1680,8203820,NORMAL,Web,9
1681,1949226,NORMAL,LongImport,9
1682,4998669,NORMAL,ShortImport,9
1683,7315459,NORMAL,PictureSet,9
1684,7152141,NORMAL,LongImport,9
1685,6571472,NORMAL,ShortImport,4
1686,5008352,NORMAL,Kmovie,9
1687,4182718,NORMAL,LongImport,9
1688,1658910,NORMAL,Kmovie,9
1689,6633221,NORMAL,Web,9
1690,6853179,NORMAL,Web,9
1691,7613879,NORMAL,Kmovie,9
1692,5152015,NORMAL,LongImport,9
1693,6744229,NORMAL,ShortImport,9
1694,6761523,NORMAL,Web,9
1695,8343495,NORMAL,Kmovie,9
1696,187213,NORMAL,LongImport,9
1697,6904850,NORMAL,Web,9
1698,7563271,NORMAL,Web,9
1699,6433945,NORMAL,LongImport,9
1700,1971877,NORMAL,ShortCamera,4
1701,7280324,NORMAL,ShortImport,4
1702,73799,NORMAL,ShortImport,4
1703,6927675,NORMAL,LongImport,9
1704,7028429,NORMAL,LongImport,9
1705,90022,NORMAL,Web,9
1706,1982238,NORMAL,ShortImport,9
1707,1106961,NORMAL,LongImport,9
1708,3446581,NORMAL,LongImport,9
1709,2580251,NORMAL,LongCamera,9
1710,4934063,NORMAL,LongImport,9
1711,8044390,NORMAL,PictureSet,4
1712,3720121,NORMAL,ShortImport,9
1713,5040611,NORMAL,LongImport,9
1714,5097930,NORMAL,Web,9
1715,7777398,AD,UNKNOWN,
1716,7654315,NORMAL,Web,9
1717,8222106,NORMAL,LongImport,9
1718,7685729,NORMAL,LongImport,4
1719,7224590,NORMAL,Web,9
1720,8169066,NORMAL,Web,9
1721,8052990,NORMAL,Kmovie,9
1722,1461064,NORMAL,Kmovie,9
1723,2112016,NORMAL,LongImport,9
1724,263377,NORMAL,LongImport,9
1725,7515823,NORMAL,LongImport,9
1726,4903387,NORMAL,LongImport,9
1727,3034967,NORMAL,Kmovie,9
1728,2384598,NORMAL,LongImport,9
1729,111734,NORMAL,Web,9
1730,6087615,NORMAL,Kmovie,9
1731,6742036,NORMAL,Web,4
1732,2047944,NORMAL,Kmovie,9
1733,7902042,NORMAL,Web,9
1734,8115269,NORMAL,Web,9
1735,6606333,NORMAL,Kmovie,9
1736,6568814,NORMAL,Web,9
1737,4312083,NORMAL,Web,9
1738,2501945,NORMAL,LongImport,9
1739,3872186,NORMAL,LongImport,9
1740,741282,NORMAL,LongImport,9
1741,1852065,NORMAL,Web,9
1742,7008703,NORMAL,LongImport,9
1743,8188225,NORMAL,LongImport,9
1744,6978202,NORMAL,LongImport,9
1745,8518548,NORMAL,Kmovie,9
1746,54930,NORMAL,LongImport,9
1747,871149,NORMAL,LongImport,9
1748,7082207,NORMAL,Web,9
1749,8203683,NORMAL,Web,9
1750,7339271,NORMAL,Kmovie,4
1751,1921,NORMAL,Web,9
1752,5208305,NORMAL,Kmovie,9
1753,3051701,NORMAL,LongPicture,9
1754,649389,NORMAL,LongImport,9
1755,7578129,NORMAL,Web,9
1756,4359279,NORMAL,ShortImport,9
1757,1977939,NORMAL,Web,9
1758,8196922,NORMAL,LongImport,9
1759,1828741,NORMAL,Web,
1760,6722958,NORMAL,Web,9
1761,5048368,NORMAL,LongImport,9
1762,1288527,NORMAL,LongImport,9
1763,8043539,NORMAL,LongImport,9
1764,90048,NORMAL,Web,9
1765,1665717,NORMAL,ShortImport,9
1766,2335592,NORMAL,Kmovie,9
1767,2994511,NORMAL,LongPicture,9
1768,8055387,NORMAL,Kmovie,9
1769,6220781,NORMAL,Web,9
1770,7255304,NORMAL,LongPicture,4
1771,8213801,NORMAL,Web,9
1772,3499909,NORMAL,Web,9
1773,4069102,NORMAL,ShortImport,9
1774,6501463,NORMAL,ShortImport,9
1775,7903618,NORMAL,LongImport,9
1776,6133605,NORMAL,Web,9
1777,4876507,NORMAL,Web,9
1778,7494568,NORMAL,Web,9
1779,7213038,NORMAL,LongImport,4
1780,1183559,NORMAL,LongImport,9
1781,2046070,AD,UNKNOWN,
1782,2857024,NORMAL,LongImport,4
1783,8029238,NORMAL,LongImport,9
1784,6981734,NORMAL,ShortImport,9
1785,168894,NORMAL,LongImport,9
1786,1866865,NORMAL,LongImport,9
1787,3751819,NORMAL,Web,9
1788,7420904,NORMAL,LongImport,9
1789,8155903,NORMAL,Kmovie,9
1790,1742402,NORMAL,LongImport,9
1791,6688358,NORMAL,Kmovie,9
1792,871242,NORMAL,ShortImport,9
1793,1601312,NORMAL,Kmovie,9
1794,7418898,NORMAL,Web,9
1795,3833821,NORMAL,Web,9
1796,7776477,NORMAL,LongImport,9
1797,7332574,NORMAL,ShortImport,9
1798,8516266,NORMAL,LongImport,4
1799,4992578,NORMAL,LongImport,9
1800,2710028,NORMAL,LongImport,9
1801,6944711,NORMAL,Web,9
1802,6876251,NORMAL,Kmovie,9
1803,2178268,AD,UNKNOWN,
1804,6814593,AD,UNKNOWN,
1805,4895663,NORMAL,LongImport,9
1806,1411492,NORMAL,Web,9
1807,1577788,NORMAL,LongImport,9
1808,8204237,NORMAL,Web,9
1809,2282695,NORMAL,LongImport,9
1810,887890,NORMAL,Kmovie,9
1811,7771671,NORMAL,LongPicture,4
1812,7618220,NORMAL,LongImport,9
1813,4511217,NORMAL,LongImport,4
1814,6071641,NORMAL,LongImport,9
1815,7207535,NORMAL,Web,9
1816,7116817,NORMAL,Kmovie,9
1817,4955033,NORMAL,Kmovie,9
1818,8212824,NORMAL,LongImport,9
1819,8414471,NORMAL,LongPicture,4
1820,5999265,NORMAL,ShortImport,9
1821,766030,NORMAL,LongImport,9
1822,4396787,NORMAL,ShortImport,4
1823,7718240,NORMAL,LongImport,9
1824,2586327,NORMAL,LongImport,9
1825,5664998,NORMAL,Web,9
1826,6627927,NORMAL,LongImport,9
1827,1428181,NORMAL,LongImport,9
1828,7872638,NORMAL,Web,9
1829,4183225,NORMAL,Web,9
1830,8543702,NORMAL,LongImport,9
1831,605907,NORMAL,Kmovie,9
1832,8593702,NORMAL,LongImport,4
1833,1051053,NORMAL,Kmovie,9
1834,7289223,NORMAL,Web,9
1835,7826139,NORMAL,LongImport,9
1836,1006864,NORMAL,LongImport,9
1837,7233154,NORMAL,LongImport,9
1838,8003266,NORMAL,Web,9
1839,1514714,NORMAL,LongImport,9
1840,8546155,NORMAL,LongImport,9
1841,1871382,NORMAL,LongImport,9
1842,4055608,NORMAL,LongImport,9
1843,8202632,NORMAL,Web,9
1844,6181610,NORMAL,LongImport,9
1845,7663693,NORMAL,Kmovie,9
1846,2817825,AD,UNKNOWN,
1847,188478,NORMAL,LongImport,9
1848,4995500,NORMAL,ShortImport,9
1849,749210,NORMAL,ShortImport,9
1850,2087852,NORMAL,LongImport,9
1851,951129,NORMAL,ShortImport,9
1852,7249960,NORMAL,LongImport,9
1853,8514031,NORMAL,LongImport,9
1854,6417545,NORMAL,ShortImport,9
1855,7459302,NORMAL,LongImport,9
1856,4361266,NORMAL,LongImport,9
1857,4992578,NORMAL,LongImport,9
1858,7043443,NORMAL,Web,9
1859,3041504,NORMAL,LongImport,9
1860,4128297,NORMAL,LongImport,9
1861,5904594,NORMAL,LongImport,9
1862,8119347,NORMAL,ShortImport,9
1863,7554616,NORMAL,ShortCamera,4
1864,7226420,NORMAL,ShortImport,9
1865,8471356,NORMAL,LongImport,9
1866,8498122,NORMAL,LongImport,9
1867,8304183,NORMAL,Web,9
1868,6598904,NORMAL,LongImport,4
1869,5690295,NORMAL,LongImport,9
1870,7324322,NORMAL,ShortImport,9
1871,5833281,NORMAL,LongImport,9
1872,206292,NORMAL,Kmovie,9
1873,7283214,NORMAL,Web,9
1874,8166849,NORMAL,LongImport,9
1875,2233765,NORMAL,Web,9
1876,3785734,NORMAL,Web,9
1877,5133622,NORMAL,LongImport,9
1878,4002801,NORMAL,ShortCamera,4
1879,1266257,NORMAL,Kmovie,9
1880,6808396,NORMAL,LongImport,9
1881,4475411,NORMAL,LongImport,9
1882,6108163,NORMAL,Web,9
1883,6936565,NORMAL,ShortImport,9
1884,7687072,NORMAL,Web,9
1885,3595868,NORMAL,ShortImport,9
1886,7770116,NORMAL,LongImport,9
1887,3660928,NORMAL,ShortImport,4
1888,5000583,NORMAL,Kmovie,9
1889,7863442,NORMAL,Web,9
1890,5872077,NORMAL,LongImport,9
1891,8176000,NORMAL,Web,9
1892,7721551,AD,UNKNOWN,
1893,8374511,NORMAL,Web,9
1894,6195562,NORMAL,LongImport,9
1895,4953582,NORMAL,LongImport,9
1896,1913904,NORMAL,LongImport,4
1897,655362,NORMAL,LongCamera,9
1898,7564962,NORMAL,ShortImport,9
1899,4481893,NORMAL,Web,9
1900,6465173,NORMAL,Web,9
1901,8063875,NORMAL,Web,9
1902,2540260,NORMAL,Web,9
1903,877256,NORMAL,Web,9
1904,3955520,NORMAL,Web,9
1905,2223028,NORMAL,Web,9
1906,5203230,NORMAL,Web,9
1907,1801650,NORMAL,Web,9
1908,7720237,NORMAL,ShortImport,4
1909,444201,NORMAL,ShortCamera,9
1910,5632326,NORMAL,LongImport,9
1911,224731,NORMAL,LongImport,9
1912,4467348,NORMAL,Web,9
1913,8226211,NORMAL,LongImport,9
1914,7660737,NORMAL,Kmovie,9
1915,5163659,NORMAL,Kmovie,9
1916,384292,NORMAL,Web,9
1917,8026470,NORMAL,LongImport,4
1918,7491378,NORMAL,LongImport,9
1919,5297878,NORMAL,Kmovie,9
1920,1264704,NORMAL,Kmovie,9
1921,8106090,NORMAL,Web,9
1922,4878545,NORMAL,Web,9
1923,1773718,NORMAL,ShortImport,9
1924,5679100,NORMAL,LongImport,9
1925,1661593,NORMAL,Kmovie,9
1926,5593987,NORMAL,LongImport,9
1927,8117382,NORMAL,Web,9
1928,7934102,NORMAL,Web,9
1929,7019913,NORMAL,LongImport,9
1930,5180532,NORMAL,ShortImport,9
1931,5331828,NORMAL,ShortImport,9
1932,8114422,NORMAL,Kmovie,4
1933,5684120,NORMAL,ShortImport,9
1934,6784004,NORMAL,LongImport,9
1935,8008332,NORMAL,LongImport,9
1936,8684272,NORMAL,LongImport,9
1937,2245096,NORMAL,LongImport,9
1938,4902787,NORMAL,Web,9
1939,7805989,NORMAL,LongImport,9
1940,90951,NORMAL,Web,9
1941,1362751,NORMAL,LongImport,9
1942,5432333,NORMAL,Web,9
1943,6566086,NORMAL,Kmovie,9
1944,6063591,NORMAL,ShortImport,9
1945,2086561,NORMAL,Web,9
1946,6783565,NORMAL,LongImport,9
1947,7651152,NORMAL,LongImport,9
1948,8530332,NORMAL,LongImport,9
1949,1665717,NORMAL,Web,9
1950,5914631,NORMAL,ShortImport,9
1951,7250415,NORMAL,LongImport,9
1952,5346760,NORMAL,Web,4
1953,576486,NORMAL,Web,9
1954,3332509,NORMAL,LongImport,9
1955,4481406,NORMAL,LongImport,9
1956,7668429,NORMAL,Web,9
1957,5113766,NORMAL,LongImport,9
1958,4530574,NORMAL,LongImport,9
1959,246467,NORMAL,LongImport,9
1960,5667027,NORMAL,Web,9
1961,7316029,NORMAL,LongImport,9
1962,8097718,NORMAL,LongImport,9
1963,4979993,NORMAL,LongImport,9
1964,7142080,NORMAL,LongImport,9
1965,8203833,NORMAL,Web,9
1966,8268239,NORMAL,LongImport,9
1967,2413110,NORMAL,LongImport,9
1968,6621028,NORMAL,LongPicture,9
1969,7185223,NORMAL,LongImport,9
1970,3437592,NORMAL,Web,9
1971,8210711,NORMAL,ShareFromOtherApp,9
1972,6319980,NORMAL,LongImport,9
1973,4797,NORMAL,ShortImport,9
1974,6477972,NORMAL,LongImport,9
1975,8183523,NORMAL,Web,9
1976,6962092,NORMAL,Web,9
1977,5632286,NORMAL,LongImport,9
1978,8515734,NORMAL,Web,9
1979,918726,NORMAL,Web,9
1980,1296459,NORMAL,Kmovie,9
1981,5744165,NORMAL,Web,9
1982,7152593,NORMAL,LongImport,9
1983,8089824,NORMAL,Web,9
1984,7874025,NORMAL,Web,9
1985,8358496,NORMAL,Web,9
1986,6155114,NORMAL,LongImport,9
1987,4309986,NORMAL,Kmovie,9
1988,5618212,NORMAL,Web,9
1989,428058,NORMAL,Web,9
1990,3780884,NORMAL,LongImport,9
1991,4703420,NORMAL,Kmovie,4
1992,882351,NORMAL,Kmovie,9
1993,4838224,NORMAL,LongImport,9
1994,6832013,NORMAL,LongImport,9
1995,6306440,NORMAL,ShortImport,9
1996,8326940,NORMAL,Kmovie,9
1997,5781144,NORMAL,Web,9
1998,8534984,NORMAL,Kmovie,9
1999,6617384,NORMAL,PictureSet,4
2000,6220781,NORMAL,Web,9
2001,1802996,NORMAL,Kmovie,9
2002,7046051,NORMAL,LongImport,9
2003,2050278,NORMAL,LongImport,4
2004,1035974,NORMAL,LongImport,9
2005,7121008,NORMAL,LongImport,9
2006,5262567,NORMAL,Web,
2007,6597484,NORMAL,LongImport,9
2008,2353786,NORMAL,Web,9
2009,5979644,NORMAL,LongImport,9
2010,7220711,NORMAL,LongImport,9
2011,8297333,NORMAL,LongImport,9
2012,3834044,NORMAL,LongImport,9
2013,1687885,NORMAL,Kmovie,11
2014,6936086,NORMAL,Kmovie,9
2015,5661317,NORMAL,Web,9
2016,5337977,NORMAL,Web,9
2017,2253403,AD,UNKNOWN,
2018,5199230,NORMAL,Web,
2019,3094885,NORMAL,Kmovie,4
2020,190616,NORMAL,LongImport,9
2021,3274366,NORMAL,LongImport,9
2022,8285649,NORMAL,Web,9
2023,5662678,NORMAL,Web,9
2024,6674429,NORMAL,LongImport,9
2025,5858669,NORMAL,LongImport,9
2026,5149945,NORMAL,Web,9
2027,7012278,NORMAL,Web,9
2028,8166729,NORMAL,ShortImport,9
2029,6038554,NORMAL,Kmovie,9
2030,8054574,NORMAL,LongImport,9
2031,5510378,NORMAL,LongImport,9
2032,7201116,NORMAL,LongImport,9
2033,5083427,NORMAL,LongImport,9
2034,6049077,NORMAL,PictureSet,4
2035,2194713,NORMAL,LongImport,9
2036,6632205,NORMAL,LongImport,9
2037,886144,NORMAL,ShortImport,9
2038,8469149,NORMAL,Web,9
2039,7012778,NORMAL,Web,9
2040,7248584,NORMAL,Kmovie,9
2041,7866653,NORMAL,LongImport,9
2042,6283174,NORMAL,Web,9
2043,5803374,NORMAL,LongImport,9
2044,7464645,NORMAL,LongImport,9
2045,5103907,NORMAL,Kmovie,9
2046,1356293,NORMAL,Kmovie,9
2047,696185,NORMAL,LongImport,9
2048,1195255,NORMAL,Kmovie,8
2049,8305458,NORMAL,Web,9
2050,3271472,NORMAL,Web,9
2051,5333135,NORMAL,Kmovie,9
2052,7449375,NORMAL,LongImport,9
2053,7777950,NORMAL,Web,9
2054,5661327,NORMAL,LongPicture,4
2055,4391653,NORMAL,ShortCamera,9
2056,5818992,NORMAL,ShortImport,9
2057,4066505,NORMAL,LongImport,9
2058,5921414,NORMAL,LongImport,9
2059,7860271,NORMAL,LongImport,9
2060,997415,NORMAL,LongImport,9
2061,8518261,NORMAL,LongImport,9
2062,2466017,NORMAL,UNKNOWN,
2063,2256921,NORMAL,Web,9
2064,6967342,NORMAL,Web,9
2065,47482,NORMAL,Web,9
2066,6824460,NORMAL,LongImport,9
2067,389210,NORMAL,Kmovie,9
2068,5164496,NORMAL,LongImport,9
2069,6043387,NORMAL,ShortImport,9
2070,3785906,NORMAL,Web,9
2071,6971941,NORMAL,ShortImport,9
2072,4124913,NORMAL,ShortImport,9
2073,3248844,NORMAL,LongImport,9
2074,8561172,NORMAL,Kmovie,9
2075,2299858,NORMAL,Web,9
2076,3448364,NORMAL,ShortImport,9
2077,7783049,NORMAL,LongImport,9
2078,3104597,NORMAL,Kmovie,9
2079,6608522,NORMAL,Web,9
2080,7152593,NORMAL,LongImport,9
2081,3316549,NORMAL,Kmovie,4
2082,6802556,NORMAL,LongImport,9
2083,6824489,NORMAL,LongImport,9
2084,3963040,NORMAL,LongCamera,4
2085,3352644,NORMAL,Web,9
2086,1871344,NORMAL,ShortCamera,4
2087,6826807,NORMAL,Web,9
2088,592130,NORMAL,Web,9
2089,7964186,NORMAL,Web,9
2090,5235954,NORMAL,LongImport,9
2091,7531085,NORMAL,Web,9
2092,4783956,NORMAL,Web,9
2093,5998904,NORMAL,Web,9
2094,2550279,NORMAL,LongImport,9
2095,7506687,NORMAL,Web,9
2096,7249914,NORMAL,LongImport,9
2097,6744724,NORMAL,LongImport,9
2098,2429111,NORMAL,LongImport,9
2099,7203456,NORMAL,Web,9
2100,7990038,NORMAL,ShortImport,9
2101,6660921,NORMAL,Web,9
2102,5974094,NORMAL,Web,9
2103,6730633,NORMAL,Kmovie,4
2104,2742713,NORMAL,LongImport,9
2105,7548757,NORMAL,Web,9
2106,2478966,NORMAL,LongImport,9
2107,3457449,NORMAL,Web,9
2108,4433982,NORMAL,LongPicture,9
2109,4434567,NORMAL,Web,9
2110,725942,NORMAL,Kmovie,9
2111,2065862,NORMAL,ShortImport,9
2112,7121526,NORMAL,LongImport,9
2113,4449691,NORMAL,Web,9
2114,450750,NORMAL,Web,9
2115,3567456,NORMAL,Web,9
2116,7915157,NORMAL,LongImport,9
2117,8378972,NORMAL,LongImport,9
2118,6557585,NORMAL,Web,9
2119,294372,NORMAL,Web,9
2120,8526355,NORMAL,Web,9
2121,5437836,NORMAL,LongImport,9
2122,22862,NORMAL,ShortImport,4
2123,5829251,NORMAL,Web,9
2124,7444361,NORMAL,Web,9
2125,6406713,NORMAL,LongImport,9
2126,7135255,NORMAL,ShortImport,9
2127,5964326,NORMAL,Web,9
2128,8357375,NORMAL,Web,9
2129,220557,NORMAL,LongImport,9
2130,894,NORMAL,Web,9
2131,7752471,NORMAL,Web,9
2132,2501993,NORMAL,Kmovie,9
2133,6238553,NORMAL,LongImport,9
2134,7587398,NORMAL,Web,9
2135,7048760,NORMAL,Web,9
2136,7103300,NORMAL,Web,9
2137,8298923,NORMAL,Web,9
2138,4239878,NORMAL,LongImport,4
2139,7550200,NORMAL,Web,9
2140,7580761,NORMAL,LongImport,9
2141,5629328,NORMAL,Web,9
2142,2092877,NORMAL,ShortImport,4
2143,7146669,NORMAL,LongImport,9
2144,3139423,NORMAL,Web,9
2145,6784637,NORMAL,LongImport,9
2146,5274664,NORMAL,Web,9
2147,8324596,NORMAL,Web,9
2148,5322619,NORMAL,LongImport,9
2149,1788588,NORMAL,LongImport,9
2150,526598,NORMAL,Web,9
2151,5152284,NORMAL,Web,9
2152,6132294,NORMAL,PictureSet,9
2153,8547459,NORMAL,LongImport,9
2154,1678784,NORMAL,LongImport,9
2155,8071917,NORMAL,LongImport,9
2156,6660884,NORMAL,Web,9
2157,6705448,NORMAL,Web,9
2158,2935596,NORMAL,ShortImport,9
2159,432796,NORMAL,LongImport,9
2160,7629057,NORMAL,LongImport,4
2161,2442792,NORMAL,ShortImport,9
2162,7333241,NORMAL,LongImport,9
2163,8187431,NORMAL,Web,9
2164,8497489,NORMAL,LongImport,9
2165,7046143,NORMAL,ShortImport,9
2166,2239344,NORMAL,Kmovie,9
2167,28906,NORMAL,ShortImport,9
2168,7252043,NORMAL,Web,9
2169,305153,NORMAL,ShortImport,9
2170,7122871,NORMAL,Web,9
2171,1829652,AD,UNKNOWN,
2172,7142456,NORMAL,Web,9
2173,4563113,NORMAL,ShortImport,9
2174,5874754,NORMAL,LongImport,9
2175,3284671,NORMAL,LongImport,9
2176,6616585,NORMAL,LongImport,9
2177,6527019,NORMAL,LongImport,9
2178,5857313,NORMAL,Kmovie,9
2179,7613884,NORMAL,Kmovie,9
2180,7979248,NORMAL,Kmovie,9
2181,381537,NORMAL,LongImport,9
2182,7360933,NORMAL,LongImport,9
2183,5047374,NORMAL,LongImport,9
2184,7351239,NORMAL,LongImport,9
2185,7733744,NORMAL,LongImport,9
2186,686121,NORMAL,LongImport,9
2187,2437909,NORMAL,LongImport,9
2188,4813395,NORMAL,LongImport,9
2189,5763579,NORMAL,Web,9
2190,201134,NORMAL,Web,9
2191,4235678,NORMAL,LongPicture,9
2192,7729531,NORMAL,Web,9
2193,4952857,NORMAL,Web,9
2194,5384226,NORMAL,Web,
2195,6829193,NORMAL,ShortImport,9
2196,8585905,NORMAL,Web,9
2197,5602227,NORMAL,Kmovie,9
2198,529291,NORMAL,LongImport,9
2199,58259,NORMAL,ShortCamera,8
2200,6105960,NORMAL,ShortImport,9
2201,4858030,NORMAL,LongImport,9
2202,8490888,NORMAL,LongImport,9
2203,84231,NORMAL,LongImport,9
2204,4134436,NORMAL,ShortCamera,9
2205,176083,NORMAL,LongImport,9
2206,5978425,NORMAL,LongImport,9
2207,7772714,NORMAL,Kmovie,9
2208,5023435,NORMAL,LongImport,9
2209,2173660,NORMAL,Web,9
2210,2459043,NORMAL,Kmovie,9
2211,5475024,NORMAL,Web,
2212,4887468,NORMAL,Kmovie,4
2213,5454,NORMAL,ShortImport,4
2214,7654464,NORMAL,LongImport,9
2215,7884309,NORMAL,LongImport,9
2216,6536095,NORMAL,ShortImport,9
2217,4355814,NORMAL,LongImport,9
2218,8606868,NORMAL,LongImport,4
2219,7579531,NORMAL,LongImport,9
2220,8304183,NORMAL,Web,9
2221,4816907,NORMAL,Kmovie,9
2222,154044,NORMAL,Web,9
2223,7653337,NORMAL,LongImport,9
2224,6785780,NORMAL,LongImport,9
2225,903397,NORMAL,ShortImport,4
2226,6431799,NORMAL,LongImport,9
2227,8511860,NORMAL,LongImport,9
2228,5763438,NORMAL,Web,9
2229,4447909,NORMAL,Web,
2230,6195562,NORMAL,LongImport,9
2231,8514065,NORMAL,Web,9
2232,7230881,NORMAL,Web,9
2233,7855838,NORMAL,LongImport,9
2234,1169113,NORMAL,LongImport,9
2235,6710228,NORMAL,Web,9
2236,7490388,NORMAL,Kmovie,4
2237,5661225,NORMAL,Web,9
2238,146615,NORMAL,ShortImport,9
2239,2574736,NORMAL,LongImport,9
2240,5244047,NORMAL,Web,9
2241,279621,NORMAL,ShortImport,4
2242,4493886,NORMAL,Web,9
2243,21108,NORMAL,LongPicture,9
2244,6945768,NORMAL,LongImport,9
2245,4423841,NORMAL,Web,9
2246,5295616,NORMAL,LongImport,9
2247,7564578,NORMAL,LongImport,9
2248,1985589,NORMAL,Kmovie,9
2249,7384321,NORMAL,Kmovie,4
2250,2558576,NORMAL,LongImport,9
2251,8565909,NORMAL,Kmovie,9
2252,6514222,NORMAL,LongImport,9
2253,3500370,NORMAL,LongImport,9
2254,7613123,NORMAL,LongImport,9
2255,8142387,AD,UNKNOWN,
2256,6153041,NORMAL,Web,4
2257,381537,NORMAL,LongImport,9
2258,1174959,NORMAL,LongImport,9
2259,8472507,NORMAL,ShortImport,4
2260,6388040,NORMAL,Web,9
2261,4266660,NORMAL,Web,
2262,12652,NORMAL,LongImport,9
2263,2955352,NORMAL,Web,4
2264,7813752,NORMAL,Web,9
2265,51115,NORMAL,LongImport,9
2266,1462548,NORMAL,LongImport,9
2267,958301,NORMAL,LongImport,9
2268,6556219,NORMAL,Kmovie,9
2269,173101,NORMAL,PictureSet,9
2270,1393379,NORMAL,Web,9
2271,8023110,NORMAL,LongImport,9
2272,8171458,NORMAL,Web,9
2273,8084816,NORMAL,LongImport,9
2274,4303968,NORMAL,Web,9
2275,5593987,NORMAL,LongImport,9
2276,7592500,NORMAL,Kmovie,9
2277,1529262,NORMAL,LongImport,9
2278,7000241,NORMAL,Web,9
2279,7854411,NORMAL,LongImport,9
2280,8392723,NORMAL,Kmovie,9
2281,7247738,NORMAL,LongImport,9
2282,7252983,NORMAL,ShortCamera,9
2283,6072816,NORMAL,LongImport,9
2284,7370592,NORMAL,Web,9
2285,4130362,NORMAL,LongImport,9
2286,6575214,NORMAL,Kmovie,9
2287,6750356,NORMAL,LongImport,9
2288,7729182,NORMAL,LongImport,9
2289,20263,NORMAL,ShortImport,9
2290,5035974,NORMAL,LongImport,9
2291,6327480,NORMAL,Web,9
2292,2350926,NORMAL,Kmovie,9
2293,7048760,NORMAL,Web,9
2294,8326912,NORMAL,ShareFromOtherApp,9
2295,6713278,NORMAL,LongImport,9
2296,7170480,NORMAL,LongImport,9
2297,7794751,NORMAL,LongImport,4
2298,5346760,NORMAL,Web,9
2299,8190648,NORMAL,Web,9
2300,4995672,NORMAL,Web,9
2301,7878579,NORMAL,LongImport,9
2302,6031456,NORMAL,LongImport,9
2303,5345439,NORMAL,LongImport,9
2304,2124329,NORMAL,ShortImport,9
2305,8228290,NORMAL,Web,9
2306,369192,NORMAL,LongImport,9
2307,8278855,NORMAL,Kmovie,7
2308,5370053,NORMAL,LongImport,9
2309,5428499,NORMAL,LongImport,9
2310,156001,NORMAL,LongImport,9
2311,4666428,NORMAL,LongImport,9
2312,6327562,NORMAL,LongImport,9
2313,6977141,NORMAL,ShortImport,9
2314,2677224,NORMAL,Web,9
2315,5402687,NORMAL,Web,9
2316,6662676,NORMAL,Kmovie,4
2317,7329488,NORMAL,Web,9
2318,8153544,NORMAL,Web,9
2319,7050196,NORMAL,LongImport,9
2320,6135225,NORMAL,Kmovie,4
2321,6744923,NORMAL,LongImport,9
2322,7458886,NORMAL,Kmovie,9
2323,6662420,NORMAL,LongImport,9
2324,8548435,NORMAL,Kmovie,8
2325,3018039,NORMAL,Web,9
2326,1642666,NORMAL,LongImport,9
2327,6741700,NORMAL,Kmovie,9
2328,5987431,NORMAL,Web,9
2329,4128297,NORMAL,LongImport,9
2330,7500293,NORMAL,Kmovie,9
2331,2243327,NORMAL,Kmovie,9
